,params,mean_train_score,mean_test_score,std_train_score,std_test_score,split0_train_score,split0_test_score,split1_train_score,split1_test_score,split2_train_score,split2_test_score,split3_train_score,split3_test_score,split4_train_score,split4_test_score
0,"{'task_type': 'classification', 'learning_rate': 0.001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 64, 'batch_size': 256}",0.9941658360303377,0.7792919006026575,0.01090065402261368,0.0168041486361249,0.9994736842105263,0.7849573027591603,0.9723681544286247,0.7558942605382234,0.9994934143870314,0.8042757819573275,1.0,0.7661302721262748,0.999493927125506,0.7852018856323016
1,"{'task_type': 'classification', 'learning_rate': 0.001, 'graph_conv_layers': [64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 64, 'batch_size': 256}",0.8832296656622945,0.7850331347151258,0.01092590904911725,0.015304107892443757,0.900551911694129,0.7935137617800156,0.8733610622300433,0.802070220800871,0.8700583931807504,0.7813252703325988,0.8838976089798294,0.7574352141307505,0.8882793522267206,0.790821206531393
2,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [64, 64], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 256, 'batch_size': 256}",0.9996881565616167,0.8014405888600231,0.0002547210055932301,0.012922079970328293,0.9994736842105263,0.7809852686013676,1.0,0.8187238458136291,0.9994934143870314,0.8102632433078802,1.0,0.7951536582449308,0.9994736842105263,0.8020769283323085
3,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [32, 32, 32, 32], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 512, 'batch_size': 256}",0.5512917098644788,0.5420973429663954,0.04084576145268154,0.03772793661038503,0.5238681810910254,0.5195199537304801,0.6296773849517412,0.6164648045452998,0.5184016824395373,0.5149387587762004,0.5322440943623573,0.5340115136917268,0.5522672064777329,0.5255516840882695
4,"{'task_type': 'classification', 'learning_rate': 0.001, 'graph_conv_layers': [128, 128, 128, 128], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 256, 'batch_size': 256}",0.9117862974747787,0.7636659035433835,0.015245542873506018,0.022509435768903834,0.9105391137418014,0.7850338515973191,0.9254732576121154,0.7831626577756609,0.8855579952633447,0.7260117186832709,0.92843399525056,0.7503630058593416,0.9089271255060728,0.7737582838013255
5,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [128, 128, 128, 128], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 64, 'batch_size': 256}",0.6430981282580648,0.6176800270014071,0.09648707289655842,0.062458644127537155,0.5824630725750547,0.5669462116830537,0.5120231429637924,0.5376790392270268,0.7278836227423381,0.6775226771895658,0.6166025843856572,0.6060233348707699,0.7765182186234817,0.7002288720366195
6,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [128, 128, 128], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 1024, 'batch_size': 256}",0.5162412442998848,0.5117797833416402,0.007709054844440534,0.012947855954430557,0.5157174852023677,0.5155819412785357,0.5136516823974832,0.502976899261729,0.5184064766251489,0.5011701600642307,0.5286532493392014,0.5355831155298177,0.5047773279352227,0.5035868005738882
7,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 1024, 'batch_size': 256}",0.9996881565616167,0.786250746953607,0.0002547210055932301,0.01989942243788127,0.9994736842105263,0.778654781750757,1.0,0.7921018609873098,0.9994934143870314,0.7564358803532687,1.0,0.7862023608192829,0.9994736842105263,0.8178588508574162
8,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [32, 32, 32], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 64, 'batch_size': 256}",0.6757343575913561,0.6639253940648897,0.02457396441804743,0.02547118341601222,0.7019986135551645,0.672966352532916,0.6795302084999734,0.6781291463954002,0.6290818495328865,0.6134030304583269,0.6847615212270558,0.6733288918498779,0.6832995951417005,0.6817995490879278
9,"{'task_type': 'classification', 'learning_rate': 0.001, 'graph_conv_layers': [64, 64, 64], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 256, 'batch_size': 256}",0.5797308628306116,0.5550545892923093,0.04778157033829746,0.033050176586098885,0.5234287847277769,0.5202769366856055,0.6152860875593238,0.5924965127751506,0.5219989197101755,0.519217957259263,0.6358352589978873,0.5941765318847264,0.6021052631578947,0.5491050078568013
10,"{'task_type': 'classification', 'learning_rate': 0.001, 'graph_conv_layers': [32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 64, 'batch_size': 256}",0.9990644696848504,0.7662323666543712,0.0006118271784458191,0.010536555830163307,0.9979144670186103,0.7697921273772667,0.9989473684210526,0.7842343415098831,0.9994934143870314,0.7622525154170723,0.9994934143870314,0.7623379285604469,0.9994736842105263,0.7525449204071872
11,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [32, 32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 128, 'batch_size': 256}",0.9568457485854275,0.7504568216673106,0.006793249083412613,0.0065290397731653845,0.9553879379299313,0.750314700779097,0.968466911960753,0.7408056339944884,0.9590017227106964,0.7610823553528417,0.948133303928995,0.7518748184970704,0.9532388663967611,0.7482065997130559
12,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [32, 32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 2048, 'batch_size': 256}",0.9996921025969179,0.8039911671220594,0.0002515003867428816,0.02775233870739839,0.9994934143870314,0.8054298642533937,1.0,0.8532898989555336,0.9994934143870314,0.769435760774868,1.0,0.8027383453765865,0.9994736842105263,0.7890619662499145
13,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [64, 64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 256, 'batch_size': 256}",0.9143390527255992,0.7758462514191596,0.015032634842073058,0.018186656484274397,0.9044595531381645,0.7456197053720275,0.9261707460139711,0.7872112407716122,0.8904992025671266,0.7649344881190318,0.9317803368075197,0.7956661371051778,0.9187854251012146,0.7857996857279496
14,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [128, 128, 128, 128], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 1024, 'batch_size': 256}",0.8457252904729776,0.708751825961969,0.1343926090798252,0.07564870460366818,0.6560811603476777,0.6099581533018066,0.7945438063243214,0.6800428673493688,0.9994742376445847,0.7875689711132748,0.7790535638377776,0.6601838090845419,0.9994736842105263,0.8060053289608526
15,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [128, 128, 128, 128], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 1024, 'batch_size': 256}",0.8870407716436486,0.7498036248721827,0.01383306948387129,0.005913590741991603,0.8806116354716579,0.7445820433436532,0.8894998133631952,0.7448116898581294,0.9099635961505885,0.749423461282222,0.8674567484554733,0.7493380481388476,0.8876720647773281,0.760862881738061
16,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [32, 32], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 256, 'batch_size': 256}",0.7101688909164651,0.6729085126569061,0.0820534341231341,0.07841753184151887,0.6213549832026877,0.5935852073622971,0.7419991468031781,0.7543973054808968,0.8030532570098984,0.7454346674866328,0.7802265412507712,0.7054356924443533,0.6042105263157895,0.5656896905103506
17,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [32, 32, 32, 32], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 32, 'batch_size': 256}",0.5182564563349392,0.5117501142223542,0.01564370252476564,0.016053135824541216,0.535979843225084,0.5352209709794848,0.5229158001386445,0.48822848977647737,0.5062244509858443,0.515194998206324,0.5316480172846372,0.5191837920019132,0.4945141700404858,0.5009223201475712
18,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [128, 128, 128], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 512, 'batch_size': 256}",0.795386414556426,0.7310568932729004,0.01270607068860345,0.01769453575604672,0.8134069215592172,0.7476780185758515,0.8039854956540287,0.7404994386418535,0.7887522013302266,0.7157792241070056,0.7944716647649731,0.7043509455234972,0.7763157894736842,0.7469768395162943
19,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 2048, 'batch_size': 256}",0.6676936589150833,0.626867944568435,0.03527174093490354,0.033920804603897715,0.7010707620114115,0.6483686592045725,0.6704058017383886,0.6303796822372674,0.6701472454207538,0.6147098515519567,0.6017837566599229,0.5702010625395035,0.6950607287449393,0.6706804673088748
20,"{'task_type': 'classification', 'learning_rate': 0.001, 'graph_conv_layers': [64, 64, 64], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 512, 'batch_size': 256}",0.9996921025969179,0.7946981546254914,0.0002515003867428816,0.008621317869636477,0.9994934143870314,0.7890824345932705,1.0,0.785952437655224,0.9994934143870314,0.7980320811766514,1.0,0.7904217701019832,0.9994736842105263,0.810002049600328
21,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 64, 'batch_size': 256}",0.687503149547031,0.6669899847373592,0.02121597853449947,0.014531962420374075,0.6967023942835813,0.6702531214915115,0.6676899696048633,0.6577586500187119,0.7102841673618236,0.6646082099113412,0.7057137104120123,0.6926066383095031,0.6571255060728746,0.6497233039557285
22,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 512, 'batch_size': 256}",0.7850646762424345,0.7336830858878332,0.011468998181812087,0.013382149489387185,0.7811171545885991,0.7358384649406322,0.7714728310137046,0.7175773143265404,0.8057156280862571,0.7556671620628982,0.7871189820985109,0.7220570901450315,0.7798987854251013,0.7372753979640637
23,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [128, 128, 128], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 32, 'batch_size': 256}",0.6037447312385369,0.5884358404669588,0.0452443491754113,0.04482003880932548,0.6186434170532715,0.5971064539175994,0.6513997760358342,0.6427890994454462,0.6181574985857153,0.580450639744444,0.5174460414409404,0.5087804711388988,0.6130769230769231,0.6130525380884061
24,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 256, 'batch_size': 256}",0.9257650130763515,0.7734954466041442,0.01918535948518671,0.018299809420327027,0.9353879379299312,0.7781189398836459,0.9164864288380526,0.7707872622733304,0.9469858955059304,0.7808127914723517,0.8928595399499487,0.7410444319171835,0.9371052631578948,0.7967138074742092
25,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [128, 128], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 2048, 'batch_size': 256}",0.9113714622743594,0.7453477904680691,0.026496234812462428,0.018921108867386596,0.9041172079134006,0.7342394447657606,0.940183437316696,0.7159442724458205,0.9356907942047885,0.7578024906472608,0.9106108112081668,0.7706315447821112,0.8662550607287449,0.748121199699392
26,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 1024, 'batch_size': 256}",0.8615429286454506,0.7428921107774613,0.05110703303032423,0.02692310971506583,0.7685788940436198,0.6940427993059571,0.8859078547432412,0.7564981458170311,0.8456943419021411,0.7342882522762604,0.9056104756151739,0.7618510736432124,0.9019230769230769,0.7677802828448453
27,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [32, 32, 32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 512, 'batch_size': 256}",0.9996881565616167,0.7935178720796535,0.0002547210055932301,0.017693417821363414,0.9994736842105263,0.7689160684516722,1.0,0.812650971319702,0.9994934143870314,0.7793863919779976,1.0,0.8133722817267122,0.9994736842105263,0.7932636469221834
28,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 2048, 'batch_size': 256}",0.5191826426594038,0.5142614726386234,0.033418448597125526,0.03298681313335015,0.5800709219858156,0.5671588473446059,0.502402815549512,0.4914350355526826,0.5235586280958454,0.5342848357505253,0.5090913739816352,0.5044756487128239,0.48078947368421054,0.4739529958324793
29,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [32, 32, 32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 128, 'batch_size': 256}",0.9696947008126034,0.7759156709995797,0.03825564508663622,0.026843433483862204,0.9575918519703515,0.7647143877794033,1.0,0.784310890348042,0.8997999226538055,0.7296332359623499,0.9915878023133544,0.7949828319581818,0.999493927125506,0.8059370089499215
